Date,Price per unit (USD/lb)
2020-11-11,0.003064340239912759
2020-11-10,0.0030500272628135225
2020-11-09,0.0030486641221374048
2020-11-06,0.002962104689203926
2020-11-05,0.002953925845147219
2020-11-04,0.0029409760087241005
2020-11-03,0.0029396128680479828
2020-11-02,0.0029593784078516903
2020-10-30,0.0028891766630316246
2020-10-29,0.0028973555070883317
2020-10-28,0.0028857688113413304
2020-10-27,0.002858505997818975
2020-10-26,0.0028346510359869136
2020-10-23,0.0028176117775354417
2020-10-22,0.002816930207197383
2020-10-21,0.0028257906215921483
2020-10-20,0.002838740458015267
2020-10-19,0.0028353326063249727
2020-10-16,0.0029212104689203926
2020-10-15,0.002938249727371865
2020-10-14,0.0029546074154852783
2020-10-13,0.0029668756815703383
2020-10-12,0.002953925845147219
2020-10-09,0.0029955016357688115
2020-10-08,0.002990730643402399
2020-10-07,0.0030036804798255178
2020-10-06,0.0029770992366412214
2020-10-05,0.0029668756815703383
2020-10-02,0.0029491548527808067
2020-10-01,0.0029586968375136316
2020-09-30,0.0029593784078516903
2020-09-29,0.0029689203925845147
2020-09-28,0.002943020719738277
2020-09-25,0.002932797164667394
2020-09-24,0.002945065430752454
2020-09-23,0.0029212104689203926
2020-09-22,0.0029028080697928024
2020-09-21,0.0029089422028353326
2020-09-18,0.0029266630316248637
2020-09-17,0.0029109869138495095
2020-09-16,0.0029096237731733913
2020-09-15,0.002919847328244275
2020-09-14,0.002913713195201745
2020-09-11,0.002876908396946565
2020-09-10,0.002865321701199564
2020-09-09,0.0028544165757906216
2020-09-08,0.002883724100327154
2020-09-04,0.0028476008724100327
2020-09-03,0.002833287895310796
2020-09-02,0.0028482824427480914
2020-09-01,0.002875545256270447
2020-08-31,0.0028489640130861505
2020-08-28,0.002814203925845147
2020-08-27,0.002807388222464558
2020-08-26,0.0028366957470010905
2020-08-25,0.002876226826608506
2020-08-24,0.002878271537622683
2020-08-21,0.0028844056706652126
2020-08-20,0.0029178026172300984
2020-08-19,0.002930070883315158
2020-08-18,0.0029096237731733913
2020-08-17,0.0029143947655398037
2020-08-14,0.0029334787350054525
2020-08-13,0.002918484187568157
2020-08-12,0.002899400218102508
2020-08-11,0.002853053435114504
2020-08-10,0.0028244274809160305
2020-08-07,0.002802617230098146
2020-08-06,0.0027978462377317337
2020-08-05,0.0027889858233369684
2020-08-04,0.0027883042529989097
2020-08-03,0.0028087513631406763
2020-07-31,0.0028032988004362052
2020-07-30,0.0027733097055616138
2020-07-29,0.002765812431842966
2020-07-28,0.0027508178844056707
2020-07-27,0.0027378680479825516
2020-07-24,0.002762404580152672
2020-07-23,0.002749454743729553
2020-07-22,0.002767175572519084
2020-07-21,0.0027767175572519084
2020-07-20,0.0027883042529989097
2020-07-17,0.002815567066521265
2020-07-16,0.002815567066521265
2020-07-15,0.002761723009814613
2020-07-14,0.002693565976008724
2020-07-13,0.0027167393675027263
2020-07-10,0.0027262813522355507
2020-07-09,0.002705834242093784
2020-07-08,0.0027031079607415485
2020-07-07,0.0027262813522355507
2020-07-06,0.0027290076335877863
2020-07-02,0.0027099236641221374
2020-07-01,0.002652671755725191
2020-06-30,0.0024986368593238823
2020-06-29,0.002589967284623773
2020-06-26,0.0025817884405670666
2020-06-25,0.0025674754634678297
2020-06-24,0.002543620501635769
2020-06-23,0.002549754634678299
2020-06-22,0.00257360959651036
2020-06-19,0.0025817884405670666
2020-06-18,0.0026192748091603056
2020-06-17,0.0026308615049073065
2020-06-16,0.0026260905125408945
2020-06-15,0.0026192748091603056
2020-06-12,0.0026192748091603056
2020-06-11,0.0026397219193020722
2020-06-10,0.002633587786259542
2020-06-09,0.0026260905125408945
2020-06-08,0.002566112322791712
2020-06-05,0.002559978189749182
2020-06-04,0.0026097328244274807
2020-06-03,0.002602235550708833
2020-06-02,0.00259814612868048
2020-06-01,0.0026799345692475464
2020-05-29,0.0027187840785169027
2020-05-28,0.002766494002181025
2020-05-27,0.002748091603053435
2020-05-26,0.0027099236641221374
2020-05-22,0.002663576881134133
2020-05-21,0.002693565976008724
2020-05-20,0.002682660850599782
2020-05-19,0.0026928844056706655
2020-05-18,0.0026915212649945472
2020-05-15,0.0026444929116684842
2020-05-14,0.002566112322791712
2020-05-13,0.002559296619411123
2020-05-12,0.002649263904034896
2020-05-11,0.0025265812431842965
2020-05-08,0.002580425299890949
2020-05-07,0.0025620229007633586
2020-05-06,0.002439340239912759
2020-05-05,0.0023575517993456923
2020-05-04,0.0024011723009814616
2020-05-01,0.002378680479825518
2020-04-30,0.0024536532170119957
2020-04-29,0.002333696837513631
2020-04-28,0.002331652126499455
2020-04-27,0.002311886586695747
2020-04-24,0.002316657579062159
2020-04-23,0.002343238822246456
2020-04-22,0.0024250272628135224
2020-04-21,0.0024972737186477645
2020-04-20,0.002549754634678299
2020-04-17,0.002580425299890949
2020-04-16,0.002603598691384951
2020-04-15,0.0025824700109051252
2020-04-14,0.002554525627044711
2020-04-13,0.002480916030534351
2020-04-10,0.002305752453653217
2020-04-09,0.0025627044711014177
2020-04-08,0.00253067066521265
2020-04-07,0.0024079880043620504
2020-04-06,0.0022853053435114502
2020-04-03,0.0024079880043620504
2020-04-02,0.00253067066521265
2020-04-01,0.00265335332606325
2020-03-31,0.0027760359869138497
2020-03-30,0.0027044711014176663
2020-03-27,0.0027521810250817885
2020-03-26,0.0028748636859323882
2020-03-25,0.0029566521264994547
2020-03-24,0.002893947655398037
2020-03-23,0.0027712649945474373
2020-03-20,0.002689476553980371
2020-03-19,0.0025926935659760088
2020-03-18,0.0025109051254089423
2020-03-17,0.002626772082878953
2020-03-16,0.0025040894220283534
2020-03-13,0.002605643402399128
2020-03-12,0.0027283260632497276
2020-03-11,0.002810114503816794
2020-03-10,0.0028748636859323882
2020-03-09,0.002803980370774264
2020-03-06,0.002883042529989095
2020-03-05,0.002962104689203926
2020-03-04,0.0030336695747001092
2020-03-03,0.0030016357688113413
2020-03-02,0.003002998909487459
2020-02-28,0.0030725190839694656
2020-02-27,0.003070474372955289
2020-02-26,0.0031100054525627046
2020-02-25,0.0031359051254089424
2020-02-24,0.0031897491821155943
2020-02-21,0.003264040348964013
2020-02-20,0.0032742639040348963
2020-02-19,0.003306979280261723
2020-02-18,0.003310387131952017
2020-02-14,0.0032940294438386043
2020-02-13,0.0032565430752453653
2020-02-12,0.0032429116684841875
2020-02-11,0.003246319520174482
2020-02-10,0.0032797164667393674
2020-02-07,0.003307660850599782
2020-02-06,0.003302208287895311
2020-02-05,0.0032919847328244274
2020-02-04,0.0033158396946564887
2020-02-03,0.003317202835332606
2020-01-31,0.0033090239912759
2020-01-30,0.003319929116684842
2020-01-29,0.003319247546346783
2020-01-28,0.0033301526717557255
2020-01-27,0.0033328789531079607
2020-01-24,0.003403762268266085
2020-01-23,0.003398991275899673
2020-01-22,0.0034398854961832062
2020-01-21,0.0034453380588876773
2020-01-17,0.0034446564885496182
2020-01-16,0.0034385223555070885
2020-01-15,0.003451472191930207
2020-01-14,0.003458287895310796
2020-01-13,0.0034501090512540893
2020-01-10,0.0034739640130861506
2020-01-09,0.0034548800436205013
2020-01-08,0.0034446564885496182
2020-01-07,0.0034494274809160307
2020-01-06,0.0034698745910577973
2020-01-03,0.0034003544165757903
2020-01-02,0.003428980370774264
2020-01-01,0.0034344329334787347
2019-12-31,0.0033996728462377316
2019-12-30,0.0033833151581243183
2019-12-27,0.003366957470010905
2019-12-26,0.0033608233369683753
2019-12-25,0.003428980370774264
2019-12-24,0.0033437840785169033
2019-12-23,0.0033369683751363144
2019-12-20,0.0033321973827699016
2019-12-19,0.0033294711014176664
2019-12-18,0.0033328789531079607
2019-12-17,0.0033321973827699016
2019-12-16,0.0033342420937840784
2019-12-13,0.0033362868047982553
2019-12-12,0.0032831243184296617
2019-12-11,0.0032872137404580154
2019-12-10,0.0032681297709923666
2019-12-09,0.0032763086150490728
2019-12-06,0.003276990185387132
2019-12-05,0.003269492911668484
2019-12-04,0.0032565430752453653
2019-12-03,0.0032865321701199563
2019-12-02,0.0032919847328244274
2019-11-29,0.0033042529989094874
2019-11-27,0.003310387131952017
2019-11-26,0.0032824427480916034
2019-11-25,0.003263358778625954
2019-11-22,0.0032354143947655395
2019-11-21,0.003253135223555071
2019-11-20,0.003252453653217012
2019-11-19,0.0032381406761177755
2019-11-18,0.0032360959651035986
2019-11-15,0.003247001090512541
2019-11-14,0.003246319520174482
2019-11-13,0.0032197382769901853
2019-11-12,0.003264721919302072
2019-11-11,0.0032681297709923666
2019-11-08,0.003251090512540894
2019-11-07,0.0032442748091603053
2019-11-06,0.0032442748091603053
2019-11-05,0.0032565430752453653
2019-11-04,0.0032735823336968377
2019-11-01,0.003258587786259542
2019-10-31,0.003044574700109051
2019-10-30,0.003090921483097056
2019-10-29,0.0030902399127589967
2019-10-28,0.003077290076335878
2019-10-25,0.0030527535441657577
2019-10-24,0.0030104961832061066
2019-10-23,0.003004362050163577
2019-10-22,0.0029955016357688115
2019-10-21,0.0030248091603053435
2019-10-18,0.0030118593238822244
2019-10-17,0.003064340239912759
2019-10-16,0.003062977099236641
2019-10-15,0.0030261723009814613
2019-10-14,0.003015948745910578
2019-10-11,0.0029839149400218102
2019-10-10,0.0029641494002181023
2019-10-09,0.0029573336968375134
2019-10-08,0.0029491548527808067
2019-10-07,0.0029511995637949836
2019-10-04,0.0029266630316248637
2019-10-03,0.002911668484187568
2019-10-02,0.0028912213740458015
2019-10-01,0.002852371864776445
2019-09-30,0.0028510087241003274
2019-09-27,0.0028632769901853873
2019-09-26,0.0028067066521264995
2019-09-25,0.0028080697928026172
2019-09-24,0.002784214830970556
2019-09-23,0.0027767175572519084
2019-09-20,0.0027085605234460196
2019-09-19,0.0027208287895310796
2019-09-18,0.002736504907306434
2019-09-17,0.0027085605234460196
2019-09-16,0.0026717557251908397
2019-09-13,0.0026738004362050166
2019-09-12,0.0026915212649945472
2019-09-11,0.0026853871319520175
2019-09-10,0.002621319520174482
2019-09-09,0.002568157033805889
2019-09-06,0.0025865594329334786
2019-09-05,0.002668347873500545
2019-09-04,0.0026997001090512543
2019-09-03,0.002706515812431843
2019-08-30,0.0028625954198473282
2019-08-29,0.0028803162486368593
2019-08-28,0.002864640130861505
2019-08-27,0.0028557797164667394
2019-08-26,0.002875545256270447
2019-08-23,0.002852371864776445
2019-08-22,0.002861913849509269
2019-08-21,0.0027992093784078515
2019-08-20,0.0027753544165757906
2019-08-19,0.002731733914940022
2019-08-16,0.002724236641221374
2019-08-15,0.002731733914940022
2019-08-14,0.002731733914940022
2019-08-13,0.0027412758996728463
2019-08-12,0.002863958560523446
2019-08-09,0.0029457470010905125
2019-08-08,0.002943020719738277
2019-08-07,0.0029334787350054525
2019-08-06,0.002920528898582334
2019-08-05,0.0029389312977099236
2019-08-02,0.0029348418756815703
2019-08-01,0.0029409760087241005
2019-07-31,0.0029143947655398037
2019-07-30,0.0029471101417666303
2019-07-29,0.002962104689203926
2019-07-26,0.002962104689203926
2019-07-25,0.002962104689203926
2019-07-24,0.0029689203925845147
2019-07-23,0.002973009814612868
2019-07-22,0.0029566521264994547
2019-07-19,0.0029334787350054525
2019-07-18,0.0029280261723009814
2019-07-17,0.0029477917121046894
2019-07-16,0.0029505179934569245
2019-07-15,0.0029580152671755725
2019-07-12,0.0029573336968375134
2019-07-11,0.0029409760087241005
2019-07-10,0.0029341603053435117
2019-07-09,0.0029477917121046894
2019-07-08,0.002893947655398037
2019-07-05,0.0029171210468920392
2019-07-03,0.0028748636859323882
2019-07-02,0.0028380588876772083
2019-07-01,0.0028380588876772083
2019-06-28,0.0030125408942202835
2019-06-27,0.0030145856052344604
2019-06-26,0.0029716466739367503
2019-06-25,0.002937568157033806
2019-06-24,0.0029150763358778624
2019-06-21,0.0029048527808069793
2019-06-20,0.0029491548527808067
2019-06-19,0.0029580152671755725
2019-06-18,0.0029839149400218102
2019-06-17,0.0029839149400218102
2019-06-14,0.0029655125408942205
2019-06-13,0.002973009814612868
2019-06-12,0.0029893675027262813
2019-06-11,0.0030173118865866955
2019-06-10,0.002990730643402399
2019-06-07,0.0029150763358778624
2019-06-06,0.0029334787350054525
2019-06-05,0.0029402944383860414
2019-06-04,0.0029321155943293348
2019-06-03,0.0029109869138495095
2019-05-31,0.0029573336968375134
2019-05-30,0.0030009541984732826
2019-05-29,0.003062977099236641
2019-05-28,0.003041166848418757
2019-05-24,0.0030309432933478733
2019-05-23,0.00302071973827699
2019-05-22,0.003016630316248637
2019-05-21,0.003022082878953108
2019-05-20,0.0030357142857142857
2019-05-17,0.0030336695747001092
2019-05-16,0.0030118593238822244
2019-05-15,0.00299004907306434
2019-05-14,0.002985278080697928
2019-05-13,0.002992093784078517
2019-05-10,0.0030657033805888767
2019-05-09,0.003052071973827699
2019-05-08,0.003028217011995638
2019-05-07,0.0030609323882224647
2019-05-06,0.0030609323882224647
2019-05-03,0.003092284623773173
2019-05-02,0.003099100327153762
2019-05-01,0.0031045528898582335
2019-04-30,0.003373773173391494
2019-04-29,0.0034017175572519085
2019-04-26,0.0033955834242093783
2019-04-25,0.0033819520174482006
2019-04-24,0.0034562431842966195
2019-04-23,0.00349850054525627
2019-04-22,0.0035032715376226826
2019-04-19,0.0033437840785169033
2019-04-18,0.0035039531079607417
2019-04-17,0.003460332606324973
2019-04-16,0.003466466739367503
2019-04-15,0.0034432933478735005
2019-04-12,0.0034501090512540893
2019-04-11,0.003435114503816794
2019-04-10,0.0034317066521264996
2019-04-09,0.0034323882224645587
2019-04-08,0.0034296619411123227
2019-04-05,0.0034364776444929116
2019-04-04,0.003477371864776445
2019-04-03,0.003428980370774264
2019-04-02,0.0034426117775354418
2019-04-01,0.0034398854961832062
2019-03-29,0.003426935659760087
2019-03-28,0.0034494274809160307
2019-03-27,0.0034419302071973827
2019-03-26,0.003459651035986914
2019-03-25,0.003478053435114504
2019-03-22,0.003536668484187568
2019-03-21,0.0035414394765539807
2019-03-20,0.0035325790621592145
2019-03-19,0.003520310796074155
2019-03-18,0.00349850054525627
2019-03-15,0.003519629225736096
2019-03-14,0.003473282442748092
2019-03-13,0.003453516902944384
2019-03-12,0.0034528353326063253
2019-03-11,0.0035169029443838603
2019-03-08,0.0035353053435114505
2019-03-07,0.0035155398037077425
2019-03-06,0.003514176663031625
2019-03-05,0.003512131952017448
2019-03-04,0.0034991821155943292
2019-03-01,0.0035318974918211563
2019-02-28,0.003542802617230098
2019-02-27,0.003527808069792803
2019-02-26,0.0035325790621592145
2019-02-25,0.0035046346782988008
2019-02-22,0.003508042529989095
2019-02-21,0.0034794165757906217
2019-02-20,0.00349850054525627
2019-02-19,0.0034862322791712106
2019-02-15,0.003452153762268266
2019-02-14,0.0034385223555070885
2019-02-13,0.003433751363140676
2019-02-12,0.0034576063249727373
2019-02-11,0.003484869138495093
2019-02-08,0.003472600872410033
2019-02-07,0.0034432933478735005
2019-02-06,0.0034460196292257364
2019-02-05,0.0034541984732824427
2019-02-04,0.003427617230098146
2019-02-01,0.0034201199563794983
2019-01-31,0.003402399127589967
2019-01-30,0.0034392039258451476
2019-01-29,0.0034480643402399124
2019-01-28,0.0034460196292257364
2019-01-25,0.0034364776444929116
2019-01-24,0.0034173936750272627
2019-01-23,0.003422846237731734
2019-01-22,0.003411259541984733
2019-01-18,0.0034494274809160307
2019-01-17,0.003465103598691385
2019-01-16,0.003484869138495093
2019-01-15,0.0034610141766630315
2019-01-14,0.0034194383860414396
2019-01-11,0.003407170119956379
2019-01-10,0.003404443838604144
2019-01-09,0.003402399127589967
2019-01-08,0.003416030534351145
2019-01-07,0.0033587786259541984
2019-01-04,0.003324018538713195
2019-01-03,0.003359460196292257
2019-01-02,0.003367639040348964
2018-12-31,0.003402399127589967
2018-12-28,0.0033826335877862597
2018-12-27,0.003351281352235551
2018-12-26,0.0033083424209378407
2018-12-24,0.003295392584514722
2018-12-21,0.003295392584514722
2018-12-20,0.0032776717557251906
2018-12-19,0.003264040348964013
2018-12-18,0.003265403489640131
2018-12-17,0.0032449563794983644
2018-12-14,0.00325995092693566
2018-12-13,0.0032565430752453653
2018-12-12,0.0032476826608506
2018-12-11,0.0032272355507088333
2018-12-10,0.003205425299890949
2018-12-07,0.0032142857142857142
2018-12-06,0.003215648854961832
2018-12-05,0.0032251908396946564
2018-12-04,0.00321087786259542
2018-12-03,0.0031863413304253
2018-11-30,0.0031877044711014174
2018-11-29,0.003178844056706652
2018-11-28,0.0031836150490730645
2018-11-27,0.0031815703380588876
2018-11-26,0.0031877044711014174
2018-11-23,0.00319247546346783
2018-11-21,0.003173391494002181
2018-11-20,0.003154307524536532
2018-11-19,0.003166575790621592
2018-11-16,0.0031447655398037077
2018-11-15,0.0031393129770992366
2018-11-14,0.003124318429661941
2018-11-13,0.003145447110141767
2018-11-12,0.0031331788440567064
2018-11-09,0.0031236368593238824
