,Date,Price - USD/Ton
0,1968-10-01,3425.0
1,1968-10-02,3375.0
2,1968-10-03,3440.0
3,1968-10-04,3440.0
4,1968-10-07,3532.0
5,1968-10-08,3500.0
6,1968-10-09,3505.0
7,1968-10-10,3565.0
8,1968-10-11,3612.0
9,1968-10-14,3560.0
10,1968-10-15,3584.0
11,1968-10-16,3607.0
12,1968-10-17,3501.0
13,1968-10-18,3550.0
14,1968-10-21,3536.0
15,1968-10-22,3515.0
16,1968-10-23,3501.0
17,1968-10-24,3517.0
18,1968-10-25,3617.0
19,1968-10-28,3717.0
20,1968-10-29,3817.0
21,1968-10-30,3830.0
22,1968-10-31,3750.0
23,1968-11-01,3805.0
24,1968-11-04,3745.0
25,1968-11-06,3700.0
26,1968-11-07,3760.0
27,1968-11-08,3860.0
28,1968-11-12,3940.0
29,1968-11-13,3920.0
30,1968-11-14,4011.0
31,1968-11-15,3985.0
32,1968-11-18,4015.0
33,1968-11-19,3915.0
34,1968-11-20,3850.0
35,1968-11-21,3910.0
36,1968-11-22,3880.0
37,1968-11-25,3835.0
38,1968-11-26,3935.0
39,1968-11-27,4010.0
40,1968-11-29,3940.0
41,1968-12-02,3891.0
42,1968-12-03,3806.0
43,1968-12-04,3906.0
44,1968-12-05,4006.0
45,1968-12-06,4106.0
46,1968-12-09,4155.0
47,1968-12-10,4255.0
48,1968-12-11,4320.0
49,1968-12-12,4285.0
50,1968-12-13,4185.0
51,1968-12-16,4213.0
52,1968-12-17,4235.0
53,1968-12-18,4240.0
54,1968-12-19,4221.0
55,1968-12-20,4180.0
56,1968-12-23,4105.0
57,1968-12-24,4181.0
58,1968-12-26,4225.0
59,1968-12-27,4138.0
60,1968-12-30,4089.0
61,1968-12-31,4135.0
62,1969-01-02,4240.0
63,1969-01-03,4300.0
64,1969-01-06,4165.0
65,1969-01-07,4085.0
66,1969-01-08,4004.0
67,1969-01-09,3904.0
68,1969-01-10,3860.0
69,1969-01-13,3830.0
70,1969-01-14,3770.0
71,1969-01-15,3870.0
72,1969-01-16,3905.0
73,1969-01-17,3800.0
74,1969-01-20,3700.0
75,1969-01-21,3735.0
76,1969-01-22,3811.0
77,1969-01-23,3830.0
78,1969-01-24,3870.0
79,1969-01-27,3915.0
80,1969-01-28,3840.0
81,1969-01-29,3893.0
82,1969-01-30,3830.0
83,1969-01-31,3823.0
84,1969-02-03,3812.0
85,1969-02-04,3751.0
86,1969-02-05,3700.0
87,1969-02-06,3615.0
88,1969-02-07,3531.0
89,1969-02-11,3630.0
90,1969-02-13,3730.0
91,1969-02-14,3710.0
92,1969-02-17,3660.0
93,1969-02-18,3640.0
94,1969-02-19,3675.0
95,1969-02-20,3775.0
96,1969-02-24,3841.0
97,1969-02-25,3800.0
98,1969-02-26,3765.0
99,1969-02-27,3765.0
100,1969-02-28,3690.0
101,1969-03-03,3722.0
102,1969-03-04,3761.0
103,1969-03-05,3797.0
104,1969-03-06,3776.0
105,1969-03-07,3740.0
106,1969-03-10,3745.0
107,1969-03-11,3764.0
108,1969-03-12,3705.0
109,1969-03-13,3608.0
110,1969-03-14,3630.0
111,1969-03-17,3555.0
112,1969-03-18,3535.0
113,1969-03-19,3560.0
114,1969-03-20,3660.0
115,1969-03-21,3640.0
116,1969-03-24,3570.0
117,1969-03-25,3535.0
118,1969-03-26,3570.0
119,1969-03-27,3580.0
120,1969-03-28,3565.0
121,1969-04-01,3630.0
122,1969-04-02,3575.0
123,1969-04-03,3585.0
124,1969-04-07,3615.0
125,1969-04-08,3598.0
126,1969-04-09,3550.0
127,1969-04-10,3578.0
128,1969-04-11,3570.0
129,1969-04-14,3654.0
130,1969-04-15,3629.0
131,1969-04-16,3648.0
132,1969-04-17,3622.0
133,1969-04-18,3626.0
134,1969-04-21,3594.0
135,1969-04-22,3631.0
136,1969-04-23,3634.0
137,1969-04-24,3585.0
138,1969-04-25,3570.0
139,1969-04-28,3505.0
140,1969-04-29,3550.0
141,1969-04-30,3528.0
142,1969-05-01,3535.0
143,1969-05-02,3550.0
144,1969-05-05,3557.0
145,1969-05-06,3552.0
146,1969-05-07,3561.0
147,1969-05-08,3525.0
148,1969-05-09,3456.0
149,1969-05-12,3468.0
150,1969-05-13,3488.0
151,1969-05-14,3457.0
152,1969-05-15,3457.0
153,1969-05-16,3469.0
154,1969-05-19,3470.0
155,1969-05-20,3541.0
156,1969-05-21,3547.0
157,1969-05-22,3607.0
158,1969-05-23,3593.0
159,1969-05-26,3606.0
160,1969-05-27,3620.0
161,1969-05-28,3630.0
162,1969-05-29,3637.0
163,1969-06-02,3655.0
164,1969-06-03,3664.0
165,1969-06-04,3665.0
166,1969-06-05,3666.0
167,1969-06-06,3605.0
168,1969-06-09,3591.0
169,1969-06-10,3610.0
170,1969-06-11,3575.0
171,1969-06-12,3601.0
172,1969-06-13,3635.0
173,1969-06-16,3675.0
174,1969-06-17,3740.0
175,1969-06-18,3690.0
176,1969-06-19,3675.0
177,1969-06-20,3653.0
178,1969-06-23,3652.0
179,1969-06-24,3762.0
180,1969-06-25,3745.0
181,1969-06-26,3735.0
182,1969-06-27,3789.0
183,1969-06-30,3737.0
184,1969-07-01,3774.0
185,1969-07-02,3822.0
186,1969-07-03,3850.0
187,1969-07-07,3950.0
188,1969-07-08,3935.0
189,1969-07-09,4018.0
190,1969-07-10,4025.0
191,1969-07-11,4080.0
192,1969-07-14,4042.0
193,1969-07-15,4055.0
194,1969-07-16,4040.0
195,1969-07-17,4062.0
196,1969-07-18,4135.0
197,1969-07-22,4110.0
198,1969-07-23,4168.0
199,1969-07-24,4194.0
200,1969-07-25,4192.0
201,1969-07-28,4092.0
202,1969-07-29,4015.0
203,1969-07-30,4050.0
204,1969-07-31,4067.0
205,1969-08-01,4080.0
206,1969-08-04,4100.0
207,1969-08-05,4060.0
208,1969-08-06,4115.0
209,1969-08-07,4135.0
210,1969-08-08,4102.0
211,1969-08-11,4040.0
212,1969-08-12,4030.0
213,1969-08-13,3930.0
214,1969-08-14,3925.0
215,1969-08-15,3950.0
216,1969-08-18,3886.0
217,1969-08-19,3910.0
218,1969-08-20,3813.0
219,1969-08-21,3765.0
220,1969-08-22,3785.0
221,1969-08-25,3885.0
222,1969-08-26,3899.0
223,1969-08-27,3861.0
224,1969-08-28,3810.0
225,1969-08-29,3820.0
226,1969-09-02,3850.0
227,1969-09-03,3875.0
228,1969-09-04,3868.0
229,1969-09-05,3884.0
230,1969-09-08,3910.0
231,1969-09-09,3893.0
232,1969-09-10,3886.0
233,1969-09-11,3902.0
234,1969-09-12,3949.0
235,1969-09-15,3989.0
236,1969-09-16,4054.0
237,1969-09-17,4060.0
238,1969-09-18,3995.0
239,1969-09-19,3982.0
240,1969-09-22,3986.0
241,1969-09-23,4022.0
242,1969-09-24,4010.0
243,1969-09-25,3933.0
244,1969-09-26,3945.0
245,1969-09-29,3900.0
246,1969-09-30,3938.0
247,1969-10-01,3953.0
248,1969-10-02,3983.0
249,1969-10-03,3965.0
250,1969-10-06,3941.0
251,1969-10-07,4000.0
252,1969-10-08,3940.0
253,1969-10-09,3900.0
254,1969-10-10,3924.0
255,1969-10-14,3926.0
256,1969-10-15,3965.0
257,1969-10-16,3971.0
258,1969-10-17,3947.0
259,1969-10-20,3967.0
260,1969-10-21,4067.0
261,1969-10-22,4110.0
262,1969-10-23,4100.0
263,1969-10-24,4095.0
264,1969-10-27,4107.0
265,1969-10-28,4144.0
266,1969-10-29,4183.0
267,1969-10-30,4225.0
268,1969-10-31,4279.0
269,1969-11-03,4354.0
270,1969-11-05,4329.0
271,1969-11-06,4310.0
272,1969-11-07,4300.0
273,1969-11-10,4307.0
274,1969-11-12,4218.0
275,1969-11-13,4226.0
276,1969-11-14,4132.0
277,1969-11-17,4041.0
278,1969-11-18,4090.0
279,1969-11-19,4069.0
280,1969-11-20,4092.0
281,1969-11-21,4110.0
282,1969-11-24,4059.0
283,1969-11-25,4095.0
284,1969-11-26,4111.0
285,1969-11-28,4011.0
286,1969-12-01,3992.0
287,1969-12-02,4010.0
288,1969-12-03,3955.0
289,1969-12-04,3920.0
290,1969-12-05,3927.0
291,1969-12-08,3954.0
292,1969-12-09,3905.0
293,1969-12-10,3890.0
294,1969-12-11,3935.0
295,1969-12-12,3975.0
296,1969-12-15,3963.0
297,1969-12-16,3994.0
298,1969-12-17,3940.0
299,1969-12-18,3887.0
300,1969-12-19,3825.0
301,1969-12-22,3822.0
302,1969-12-23,3786.0
303,1969-12-24,3686.0
304,1969-12-29,3603.0
305,1969-12-30,3540.0
306,1969-12-31,3565.0
307,1970-01-05,3590.0
308,1970-01-06,3491.0
309,1970-01-07,3417.0
310,1970-01-08,3465.0
311,1970-01-09,3422.0
312,1970-01-12,3408.0
313,1970-01-13,3400.0
314,1970-01-14,3300.0
315,1970-01-15,3313.0
316,1970-01-16,3339.0
317,1970-01-19,3342.0
318,1970-01-20,3400.0
319,1970-01-21,3425.0
320,1970-01-22,3325.0
321,1970-01-23,3250.0
322,1970-01-26,3280.0
323,1970-01-27,3350.0
324,1970-01-28,3315.0
325,1970-01-29,3350.0
326,1970-01-30,3305.0
327,1970-02-02,3282.0
328,1970-02-03,3220.0
329,1970-02-04,3120.0
330,1970-02-05,3037.0
331,1970-02-06,3044.0
332,1970-02-09,3007.0
333,1970-02-10,2953.0
334,1970-02-11,2995.0
335,1970-02-13,3095.0
336,1970-02-16,3105.0
337,1970-02-17,3015.0
338,1970-02-18,3025.0
339,1970-02-19,2975.0
340,1970-02-20,3010.0
341,1970-02-24,2907.8
342,1970-02-25,2884.4
343,1970-02-26,2925.0
344,1970-02-27,2860.2
345,1970-03-02,2872.0
346,1970-03-03,2950.0
347,1970-03-04,2970.0
348,1970-03-05,2953.0
349,1970-03-06,2910.0
350,1970-03-09,2883.0
351,1970-03-10,2917.0
352,1970-03-11,3010.0
353,1970-03-12,3020.0
354,1970-03-13,2987.0
355,1970-03-16,2968.0
356,1970-03-17,2995.0
357,1970-03-18,2979.0
358,1970-03-19,2926.0
359,1970-03-20,2944.0
360,1970-03-23,2969.0
361,1970-03-24,2940.0
362,1970-03-25,2865.0
363,1970-03-26,2828.0
364,1970-03-30,2794.0
365,1970-03-31,2821.0
366,1970-04-01,2828.0
367,1970-04-02,2810.0
368,1970-04-03,2824.0
369,1970-04-06,2888.0
370,1970-04-07,2915.0
371,1970-04-08,2895.0
372,1970-04-09,2872.0
373,1970-04-10,2904.0
374,1970-04-13,2885.0
375,1970-04-14,2840.0
376,1970-04-15,2807.0
377,1970-04-16,2800.0
378,1970-04-17,2801.0
379,1970-04-20,2746.0
380,1970-04-21,2711.0
381,1970-04-22,2752.0
382,1970-04-23,2727.0
383,1970-04-24,2706.0
384,1970-04-27,2714.2
385,1970-04-28,2745.6
386,1970-04-29,2743.6
387,1970-04-30,2762.2
388,1970-05-01,2758.0
389,1970-05-04,2696.0
390,1970-05-05,2626.0
391,1970-05-06,2611.0
392,1970-05-07,2561.0
393,1970-05-08,2501.0
394,1970-05-11,2505.0
395,1970-05-12,2472.0
396,1970-05-13,2424.0
397,1970-05-14,2406.0
398,1970-05-15,2430.0
399,1970-05-18,2445.0
400,1970-05-19,2502.0
401,1970-05-20,2500.0
402,1970-05-21,2512.0
403,1970-05-22,2517.0
404,1970-05-25,2500.0
405,1970-05-26,2468.0
406,1970-05-27,2533.0
407,1970-05-28,2605.0
408,1970-06-01,2505.0
409,1970-06-02,2450.0
410,1970-06-03,2450.0
411,1970-06-04,2475.0
412,1970-06-05,2452.0
413,1970-06-08,2399.0
414,1970-06-09,2421.0
415,1970-06-10,2398.0
416,1970-06-11,2403.0
417,1970-06-12,2441.0
418,1970-06-15,2458.0
419,1970-06-16,2448.0
420,1970-06-17,2450.0
421,1970-06-18,2458.0
422,1970-06-19,2445.0
423,1970-06-22,2409.0
424,1970-06-23,2400.0
425,1970-06-24,2450.0
426,1970-06-25,2443.8
427,1970-06-26,2457.2
428,1970-06-29,2460.4
429,1970-06-30,2515.4
430,1970-07-01,2605.0
431,1970-07-02,2560.0
432,1970-07-06,2588.0
433,1970-07-07,2575.0
434,1970-07-08,2528.0
435,1970-07-09,2570.0
436,1970-07-10,2545.0
437,1970-07-13,2532.0
438,1970-07-14,2546.0
439,1970-07-15,2580.0
440,1970-07-16,2650.0
441,1970-07-17,2642.0
442,1970-07-20,2742.0
443,1970-07-21,2743.0
444,1970-07-22,2778.0
445,1970-07-23,2790.0
446,1970-07-24,2847.0
447,1970-07-27,2947.0
448,1970-07-28,2882.0
449,1970-07-29,2882.0
450,1970-07-30,2960.0
451,1970-07-31,2930.0
452,1970-08-03,2860.0
453,1970-08-04,2900.0
454,1970-08-05,3000.0
455,1970-08-06,3050.0
456,1970-08-07,3150.0
457,1970-08-10,3250.0
458,1970-08-11,3305.0
459,1970-08-12,3205.0
460,1970-08-13,3180.0
461,1970-08-14,3220.0
462,1970-08-17,3320.0
463,1970-08-18,3235.0
464,1970-08-19,3185.0
465,1970-08-20,3253.0
466,1970-08-21,3295.0
467,1970-08-24,3315.0
468,1970-08-25,3289.0
469,1970-08-26,3299.0
470,1970-08-27,3388.0
471,1970-08-28,3450.2
472,1970-08-31,3524.2
473,1970-09-01,3519.0
474,1970-09-02,3512.0
475,1970-09-03,3486.0
476,1970-09-04,3560.0
477,1970-09-08,3629.0
478,1970-09-09,3586.0
479,1970-09-10,3486.0
480,1970-09-11,3386.0
481,1970-09-14,3286.0
482,1970-09-15,3235.0
483,1970-09-16,3135.0
484,1970-09-17,3185.0
485,1970-09-18,3198.0
486,1970-09-21,3128.0
487,1970-09-22,3041.0
488,1970-09-23,2941.0
489,1970-09-24,3005.0
490,1970-09-25,3039.0
491,1970-09-28,3105.0
492,1970-09-29,3025.0
493,1970-09-30,2990.0
494,1970-10-01,2980.0
495,1970-10-02,2978.0
496,1970-10-05,3018.0
497,1970-10-06,2979.0
498,1970-10-07,3056.0
499,1970-10-08,2960.0
500,1970-10-09,3047.0
501,1970-10-13,3038.0
502,1970-10-14,3034.0
503,1970-10-15,3134.0
504,1970-10-16,3234.0
505,1970-10-19,3201.0
506,1970-10-20,3203.0
507,1970-10-21,3195.0
508,1970-10-22,3220.0
509,1970-10-23,3300.0
510,1970-10-26,3350.0
511,1970-10-27,3250.0
512,1970-10-28,3163.0
513,1970-10-29,3085.0
514,1970-10-30,3019.0
515,1970-11-02,3038.0
516,1970-11-04,3135.0
517,1970-11-05,3103.0
518,1970-11-06,3088.0
519,1970-11-09,3110.0
520,1970-11-10,3065.0
521,1970-11-12,2991.0
522,1970-11-13,2891.0
523,1970-11-16,2791.0
524,1970-11-17,2785.0
525,1970-11-18,2748.0
526,1970-11-19,2790.0
527,1970-11-20,2810.0
528,1970-11-23,2828.0
529,1970-11-24,2875.2
530,1970-11-25,2849.8
531,1970-11-27,2844.0
532,1970-11-30,2862.0
533,1970-12-01,2878.0
534,1970-12-02,2902.0
535,1970-12-03,2811.0
536,1970-12-04,2800.0
537,1970-12-07,2842.0
538,1970-12-08,2825.0
539,1970-12-09,2795.0
540,1970-12-10,2780.0
541,1970-12-11,2792.0
542,1970-12-14,2774.0
543,1970-12-15,2874.0
544,1970-12-16,2899.0
545,1970-12-17,2842.0
546,1970-12-18,2850.0
547,1970-12-21,2815.0
548,1970-12-22,2828.0
549,1970-12-23,2803.0
550,1970-12-24,2809.0
551,1970-12-28,2830.0
552,1970-12-29,2840.0
553,1970-12-30,2827.0
554,1970-12-31,2811.0
555,1971-01-04,2777.0
556,1971-01-05,2732.0
557,1971-01-06,2715.0
558,1971-01-07,2770.0
559,1971-01-08,2704.0
560,1971-01-11,2664.0
561,1971-01-12,2702.0
562,1971-01-13,2612.0
563,1971-01-14,2630.0
564,1971-01-15,2597.0
565,1971-01-18,2570.0
566,1971-01-19,2518.0
567,1971-01-20,2448.0
568,1971-01-21,2490.0
569,1971-01-22,2540.0
570,1971-01-25,2487.0
571,1971-01-26,2502.0
572,1971-01-27,2420.0
573,1971-01-28,2438.0
574,1971-01-29,2479.0
575,1971-02-01,2509.0
576,1971-02-02,2489.0
577,1971-02-03,2507.0
578,1971-02-04,2520.0
579,1971-02-05,2544.0
580,1971-02-08,2542.0
581,1971-02-09,2514.0
582,1971-02-10,2488.0
583,1971-02-11,2443.0
584,1971-02-16,2343.0
585,1971-02-17,2350.0
586,1971-02-18,2296.0
587,1971-02-19,2313.0
588,1971-02-22,2309.0
589,1971-02-23,2280.8
590,1971-02-24,2309.8
591,1971-02-25,2298.8
592,1971-02-26,2301.8
593,1971-03-01,2315.0
594,1971-03-02,2305.0
595,1971-03-03,2338.0
596,1971-03-04,2367.0
597,1971-03-05,2383.0
598,1971-03-08,2366.0
599,1971-03-09,2375.0
600,1971-03-10,2400.0
601,1971-03-11,2425.0
602,1971-03-12,2500.0
603,1971-03-15,2565.0
604,1971-03-16,2465.0
605,1971-03-17,2365.0
606,1971-03-18,2361.0
607,1971-03-19,2375.0
608,1971-03-22,2385.0
609,1971-03-23,2389.0
610,1971-03-24,2353.0
611,1971-03-25,2318.0
612,1971-03-26,2330.0
613,1971-03-29,2370.0
614,1971-03-30,2435.0
615,1971-03-31,2397.0
616,1971-04-01,2355.0
617,1971-04-02,2414.0
618,1971-04-05,2455.0
619,1971-04-06,2555.0
620,1971-04-07,2535.0
621,1971-04-08,2473.0
622,1971-04-12,2465.0
623,1971-04-13,2463.0
624,1971-04-14,2487.0
625,1971-04-15,2505.0
626,1971-04-16,2499.0
627,1971-04-19,2485.0
628,1971-04-20,2477.0
629,1971-04-21,2467.0
630,1971-04-22,2476.0
631,1971-04-23,2469.0
632,1971-04-26,2435.0
633,1971-04-27,2418.0
634,1971-04-28,2432.0
635,1971-04-29,2372.0
636,1971-04-30,2356.2
637,1971-05-03,2275.0
638,1971-05-04,2240.0
639,1971-05-05,2270.0
640,1971-05-06,2255.0
641,1971-05-07,2229.0
642,1971-05-10,2247.0
643,1971-05-11,2230.0
644,1971-05-12,2205.0
645,1971-05-13,2245.0
646,1971-05-14,2193.0
647,1971-05-17,2188.0
648,1971-05-18,2188.0
649,1971-05-19,2183.0
650,1971-05-20,2212.0
651,1971-05-21,2212.0
652,1971-05-24,2190.0
653,1971-05-25,2177.0
654,1971-05-26,2217.0
655,1971-05-27,2215.0
656,1971-05-28,2207.0
657,1971-06-01,2195.0
658,1971-06-02,2213.0
659,1971-06-03,2199.0
660,1971-06-04,2215.0
661,1971-06-07,2267.0
662,1971-06-08,2273.0
663,1971-06-09,2298.0
664,1971-06-10,2353.0
665,1971-06-11,2317.0
666,1971-06-14,2318.0
667,1971-06-15,2375.0
668,1971-06-16,2351.0
669,1971-06-17,2372.0
670,1971-06-18,2418.0
671,1971-06-21,2445.0
672,1971-06-22,2451.0
673,1971-06-23,2400.0
674,1971-06-24,2419.0
675,1971-06-25,2428.6
676,1971-06-28,2513.0
677,1971-06-29,2481.6
678,1971-06-30,2500.0
679,1971-07-01,2545.0
680,1971-07-02,2569.0
681,1971-07-06,2598.0
682,1971-07-07,2551.0
683,1971-07-08,2502.0
684,1971-07-09,2467.0
685,1971-07-12,2548.0
686,1971-07-13,2517.0
687,1971-07-14,2478.0
688,1971-07-15,2492.0
689,1971-07-16,2490.0
690,1971-07-19,2552.0
691,1971-07-20,2565.0
692,1971-07-21,2552.0
693,1971-07-22,2555.0
694,1971-07-23,2553.0
695,1971-07-26,2590.0
696,1971-07-27,2630.0
697,1971-07-28,2605.0
698,1971-07-29,2619.0
699,1971-07-30,2601.0
700,1971-08-02,2662.0
701,1971-08-03,2652.0
702,1971-08-04,2679.0
703,1971-08-05,2656.0
704,1971-08-06,2660.0
705,1971-08-09,2679.0
706,1971-08-10,2652.0
707,1971-08-11,2570.0
708,1971-08-12,2615.0
709,1971-08-13,2598.0
710,1971-08-16,2622.0
711,1971-08-17,2540.0
712,1971-08-18,2552.0
713,1971-08-19,2554.0
714,1971-08-20,2542.0
715,1971-08-23,2514.0
716,1971-08-24,2505.0
717,1971-08-25,2531.0
718,1971-08-26,2547.0
719,1971-08-27,2542.4
720,1971-08-30,2531.4
721,1971-08-31,2549.8
722,1971-09-01,2565.0
723,1971-09-02,2587.0
724,1971-09-03,2575.0
725,1971-09-07,2480.0
726,1971-09-08,2442.0
727,1971-09-09,2419.0
728,1971-09-10,2428.0
729,1971-09-13,2391.0
730,1971-09-14,2407.0
731,1971-09-15,2417.0
732,1971-09-16,2405.0
733,1971-09-17,2371.0
734,1971-09-20,2365.0
735,1971-09-21,2370.0
736,1971-09-22,2380.0
737,1971-09-23,2382.0
738,1971-09-24,2366.0
739,1971-09-27,2287.0
740,1971-09-28,2245.0
741,1971-09-29,2187.0
742,1971-09-30,2225.0
743,1971-10-01,2185.0
744,1971-10-04,2189.0
745,1971-10-05,2190.0
746,1971-10-06,2240.0
747,1971-10-07,2220.0
748,1971-10-08,2230.0
749,1971-10-12,2197.0
750,1971-10-13,2156.0
751,1971-10-14,2170.0
752,1971-10-15,2168.0
753,1971-10-18,2143.0
754,1971-10-19,2153.0
755,1971-10-20,2219.0
756,1971-10-21,2275.0
757,1971-10-22,2240.0
758,1971-10-26,2244.0
759,1971-10-27,2198.0
760,1971-10-28,2208.0
761,1971-10-29,2176.0
762,1971-11-01,2190.0
763,1971-11-03,2205.0
764,1971-11-04,2189.0
765,1971-11-05,2188.0
766,1971-11-08,2192.0
767,1971-11-09,2224.0
768,1971-11-10,2180.0
769,1971-11-11,2171.0
770,1971-11-12,2140.0
771,1971-11-15,2110.0
772,1971-11-16,2093.0
773,1971-11-17,2070.0
774,1971-11-18,2065.0
775,1971-11-19,2057.0
776,1971-11-22,2063.0
777,1971-11-23,2066.0
778,1971-11-24,2059.8
779,1971-11-26,2119.4
780,1971-11-29,2082.8
781,1971-11-30,2116.8
782,1971-12-01,2112.0
783,1971-12-02,2121.0
784,1971-12-03,2101.0
785,1971-12-06,2080.0
786,1971-12-07,2053.0
787,1971-12-08,2048.0
788,1971-12-09,2040.0
789,1971-12-10,2042.0
790,1971-12-13,2043.0
791,1971-12-14,2060.0
792,1971-12-15,2147.0
793,1971-12-16,2147.0
794,1971-12-17,2167.0
795,1971-12-20,2216.0
796,1971-12-21,2142.0
797,1971-12-22,2155.0
798,1971-12-23,2161.0
799,1971-12-27,2163.0
800,1971-12-28,2115.0
801,1971-12-29,2050.0
802,1971-12-30,2065.0
803,1972-01-03,2128.0
804,1972-01-04,2160.0
805,1972-01-05,2154.0
806,1972-01-06,2198.0
807,1972-01-07,2245.0
808,1972-01-10,2345.0
809,1972-01-11,2351.0
810,1972-01-12,2413.0
811,1972-01-13,2361.0
812,1972-01-14,2311.0
813,1972-01-17,2405.0
814,1972-01-18,2440.0
815,1972-01-19,2473.0
816,1972-01-20,2441.0
817,1972-01-21,2441.0
818,1972-01-24,2433.0
819,1972-01-25,2405.0
820,1972-01-26,2392.0
821,1972-01-27,2386.0
822,1972-01-28,2381.0
823,1972-01-31,2416.0
824,1972-02-01,2435.0
825,1972-02-02,2508.0
826,1972-02-03,2461.0
827,1972-02-04,2495.0
828,1972-02-07,2498.0
829,1972-02-08,2450.0
830,1972-02-09,2430.0
831,1972-02-10,2367.0
832,1972-02-11,2364.0
833,1972-02-14,2290.0
834,1972-02-15,2295.0
835,1972-02-16,2353.0
836,1972-02-17,2337.0
837,1972-02-18,2318.0
838,1972-02-22,2326.0
839,1972-02-23,2333.0
840,1972-02-24,2378.0
841,1972-02-25,2412.8
842,1972-02-28,2421.2
843,1972-02-29,2432.6
844,1972-03-01,2453.0
845,1972-03-02,2425.0
846,1972-03-03,2408.0
847,1972-03-06,2470.0
848,1972-03-07,2507.0
849,1972-03-08,2515.0
850,1972-03-09,2536.0
851,1972-03-10,2485.0
852,1972-03-13,2505.0
853,1972-03-14,2564.0
854,1972-03-15,2541.0
855,1972-03-16,2589.0
856,1972-03-17,2675.0
857,1972-03-20,2630.0
858,1972-03-21,2659.0
859,1972-03-22,2563.0
860,1972-03-23,2519.0
861,1972-03-24,2530.0
862,1972-03-27,2565.0
863,1972-03-28,2569.0
864,1972-03-29,2600.0
865,1972-03-30,2593.0
866,1972-04-03,2591.0
867,1972-04-04,2573.0
868,1972-04-05,2580.0
869,1972-04-06,2616.0
870,1972-04-07,2575.0
871,1972-04-10,2525.0
872,1972-04-11,2505.0
873,1972-04-12,2462.0
874,1972-04-13,2468.0
875,1972-04-14,2440.0
876,1972-04-17,2445.0
877,1972-04-18,2474.0
878,1972-04-19,2437.0
879,1972-04-20,2485.0
880,1972-04-21,2522.0
881,1972-04-24,2495.0
882,1972-04-25,2505.4
883,1972-04-26,2517.2
884,1972-04-27,2540.8
885,1972-04-28,2558.6
886,1972-05-01,2595.0
887,1972-05-02,2581.0
888,1972-05-03,2566.0
889,1972-05-04,2660.0
890,1972-05-05,2655.0
891,1972-05-08,2723.0
892,1972-05-09,2687.0
893,1972-05-10,2690.0
894,1972-05-11,2688.0
895,1972-05-12,2725.0
896,1972-05-15,2739.0
897,1972-05-16,2729.0
898,1972-05-17,2715.0
899,1972-05-18,2730.0
900,1972-05-19,2768.0
901,1972-05-22,2725.0
902,1972-05-23,2742.0
903,1972-05-24,2726.0
904,1972-05-25,2722.0
905,1972-05-26,2699.0
906,1972-05-30,2697.0
907,1972-05-31,2790.0
908,1972-06-01,2781.0
909,1972-06-02,2787.0
910,1972-06-05,2770.0
911,1972-06-06,2732.0
912,1972-06-07,2738.0
913,1972-06-08,2728.0
914,1972-06-09,2737.0
915,1972-06-12,2708.0
916,1972-06-13,2695.0
917,1972-06-14,2725.0
918,1972-06-15,2712.0
919,1972-06-16,2714.0
920,1972-06-19,2650.0
921,1972-06-20,2555.0
922,1972-06-21,2567.0
923,1972-06-22,2563.0
924,1972-06-23,2561.0
925,1972-06-26,2560.0
926,1972-06-27,2564.4
927,1972-06-28,2626.0
928,1972-06-29,2640.0
929,1972-06-30,2673.2
930,1972-07-03,2690.0
931,1972-07-05,2689.0
932,1972-07-06,2724.0
933,1972-07-07,2732.0
934,1972-07-10,2811.0
935,1972-07-11,2805.0
936,1972-07-12,2862.0
937,1972-07-13,2858.0
938,1972-07-14,2936.0
939,1972-07-17,2905.0
940,1972-07-18,2921.0
941,1972-07-19,2907.0
942,1972-07-20,2845.0
943,1972-07-21,2875.0
944,1972-07-24,2880.0
945,1972-07-25,2863.0
946,1972-07-26,2822.0
947,1972-07-27,2795.0
948,1972-07-28,2838.0
949,1972-07-31,2780.0
950,1972-08-01,2787.0
951,1972-08-02,2783.0
952,1972-08-03,2800.0
953,1972-08-04,2856.0
954,1972-08-07,2931.0
955,1972-08-08,2940.0
956,1972-08-09,2926.0
957,1972-08-10,3015.0
958,1972-08-11,2970.0
959,1972-08-14,2930.0
960,1972-08-15,2958.0
961,1972-08-16,3029.0
962,1972-08-17,2988.0
963,1972-08-18,2981.0
964,1972-08-21,2949.0
965,1972-08-22,2973.0
966,1972-08-23,3019.0
967,1972-08-24,3066.0
968,1972-08-25,3120.0
969,1972-08-28,2673.8
970,1972-08-29,2183.2
971,1972-08-30,1703.2
972,1972-08-31,1214.2
973,1972-09-01,710.0
974,1972-09-05,727.0
975,1972-09-06,725.0
976,1972-09-07,725.0
977,1972-09-08,720.0
978,1972-09-11,722.0
979,1972-09-12,700.0
980,1972-09-13,708.0
981,1972-09-14,716.0
982,1972-09-15,708.0
983,1972-09-18,710.0
984,1972-09-19,688.0
985,1972-09-20,690.0
986,1972-09-21,668.0
987,1972-09-22,675.0
988,1972-09-25,679.0
989,1972-09-26,677.0
990,1972-09-27,699.0
991,1972-09-28,716.0
992,1972-09-29,738.0
993,1972-10-03,736.0
994,1972-10-04,717.0
995,1972-10-05,709.0
996,1972-10-06,721.0
997,1972-10-10,743.0
998,1972-10-11,740.0
999,1972-10-12,724.0
