Date,Settle
1995-10-12,1.751
1995-10-13,1.755
1995-10-16,1.741
1995-10-17,1.744
1995-10-18,1.744
1995-10-19,1.74
1995-10-20,1.755
1995-10-23,1.76
1995-10-24,1.742
1995-10-25,1.813
1995-10-26,1.825
1995-10-27,1.832
1995-10-30,1.829
1995-10-31,1.831
1995-11-01,1.82
1995-11-02,1.815
1995-11-03,1.81
1995-11-06,1.81
1995-11-07,1.824
1995-11-08,1.833
1995-11-09,1.825
1995-11-10,1.842
1995-11-13,1.837
1995-11-14,1.84
1995-11-15,1.841
1995-11-16,1.837
1995-11-17,1.832
1995-11-20,1.838
1995-11-21,1.839
1995-11-22,1.917
1995-11-27,1.913
1995-11-28,1.912
1995-11-29,1.927
1995-11-30,1.932
1995-12-01,1.931
1995-12-04,1.92
1995-12-05,1.911
1995-12-06,1.917
1995-12-07,1.938
1995-12-08,1.923
1995-12-11,1.925
1995-12-12,1.935
1995-12-13,1.955
1995-12-14,1.954
1995-12-15,1.943
1995-12-18,1.933
1995-12-19,1.958
1995-12-20,1.958
1995-12-21,1.943
1995-12-22,1.95
1995-12-26,1.986
1995-12-27,1.996
1995-12-28,1.991
1995-12-29,2.001
1996-01-02,2.029
1996-01-03,2.038
1996-01-04,2.054
1996-01-05,2.077
1996-01-09,2.11
1996-01-10,2.111
1996-01-11,2.078
1996-01-12,2.05
1996-01-15,2.009
1996-01-16,2.065
1996-01-17,2.085
1996-01-18,2.063
1996-01-19,2.051
1996-01-22,2.052
1996-01-23,2.058
1996-01-24,2.062
1996-01-25,2.057
1996-01-26,2.018
1996-01-29,2.018
1996-01-30,2.027
1996-01-31,2.022
1996-02-01,1.994
1996-02-02,2.003
1996-02-05,1.964
1996-02-06,2.014
1996-02-07,2.002
1996-02-08,2.022
1996-02-09,2.005
1996-02-12,2.02
1996-02-13,2.04
1996-02-14,2.045
1996-02-15,2.062
1996-02-16,2.033
1996-02-20,2.058
1996-02-21,2.079
1996-02-22,2.086
1996-02-23,2.059
1996-02-26,2.039
1996-02-27,2.025
1996-02-28,2.025
1996-02-29,2.004
1996-03-01,2.016
1996-03-04,2.012
1996-03-05,1.992
1996-03-06,1.987
1996-03-07,1.968
1996-03-08,1.969
1996-03-11,1.973
1996-03-12,1.975
1996-03-13,1.971
1996-03-14,1.973
1996-03-15,1.99
1996-03-18,2.028
1996-03-19,2.023
1996-03-20,2.028
1996-03-21,2.068
1996-03-22,2.088
1996-03-25,2.066
1996-03-26,1.95
1996-03-27,1.992
1996-03-28,1.989
1996-03-29,1.95
1996-04-01,1.979
1996-04-02,1.99
1996-04-03,1.968
1996-04-04,1.978
1996-04-08,1.997
1996-04-09,1.98
1996-04-10,1.975
1996-04-11,1.985
1996-04-12,1.997
1996-04-15,1.984
1996-04-16,1.959
1996-04-17,1.945
1996-04-18,1.917
1996-04-19,1.926
1996-04-22,1.928
1996-04-23,1.903
1996-04-24,1.887
1996-04-25,1.858
1996-04-26,1.857
1996-04-29,1.872
1996-04-30,1.884
1996-05-01,1.921
1996-05-02,1.951
1996-05-03,1.96
1996-05-06,1.98
1996-05-07,1.987
1996-05-08,1.969
1996-05-09,1.955
1996-05-10,1.947
1996-05-13,1.965
1996-05-14,1.95
1996-05-15,1.95
1996-05-16,1.96
1996-05-17,1.955
1996-05-20,1.975
1996-05-21,1.974
1996-05-22,1.992
1996-05-23,1.975
1996-05-24,1.985
1996-05-28,1.995
1996-05-29,2.015
1996-05-30,2.005
1996-05-31,2.01
1996-06-03,2.008
1996-06-04,2.0
1996-06-05,1.995
1996-06-06,1.99
1996-06-07,2.0
1996-06-10,2.003
1996-06-11,2.015
1996-06-12,2.012
1996-06-13,2.052
1996-06-14,2.052
1996-06-17,2.07
1996-06-18,2.08
1996-06-19,2.08
1996-06-20,2.09
1996-06-21,2.125
1996-06-24,2.11
1996-06-25,2.09
1996-06-26,2.1
1996-06-27,2.155
1996-06-28,2.18
1996-07-01,2.13
1996-07-02,2.135
1996-07-03,2.135
1996-07-08,2.146
1996-07-09,2.11
1996-07-10,2.106
1996-07-11,2.076
1996-07-12,2.09
1996-07-15,2.093
1996-07-16,2.095
1996-07-17,2.065
1996-07-18,1.995
1996-07-19,2.0
1996-07-22,1.975
1996-07-23,2.05
1996-07-24,2.035
1996-07-25,2.03
1996-07-26,2.015
1996-07-29,1.99
1996-07-30,1.995
1996-07-31,2.005
1996-08-01,2.05
1996-08-02,2.055
1996-08-05,2.02
1996-08-06,2.01
1996-08-07,2.005
1996-08-08,2.005
1996-08-09,2.015
1996-08-12,2.005
1996-08-13,2.005
1996-08-14,2.02
1996-08-15,2.01
1996-08-16,2.025
1996-08-19,2.035
1996-08-20,2.015
1996-08-21,2.01
1996-08-22,2.01
1996-08-23,2.04
1996-08-26,2.03
1996-08-27,2.0
1996-08-28,1.97
1996-08-29,1.985
1996-08-30,1.955
1996-09-03,1.932
1996-09-04,1.91
1996-09-05,1.91
1996-09-06,1.925
1996-09-09,1.96
1996-09-10,1.935
1996-09-11,1.92
1996-09-12,1.905
1996-09-13,1.925
1996-09-16,1.935
1996-09-17,1.935
1996-09-18,1.952
1996-09-19,1.953
1996-09-20,1.93
1996-09-23,1.925
1996-09-24,1.92
1996-09-25,1.935
1996-09-26,1.94
1996-09-27,1.955
1996-09-30,1.959
1996-10-01,1.959
1996-10-02,1.95
1996-10-03,1.995
1996-10-04,2.012
1996-10-07,2.01
1996-10-08,2.02
1996-10-09,2.025
1996-10-10,1.995
1996-10-11,1.993
1996-10-14,1.983
1996-10-15,2.0
1996-10-16,1.995
1996-10-17,1.99
1996-10-18,1.995
1996-10-21,2.027
1996-10-22,2.055
1996-10-23,2.05
1996-10-24,2.008
1996-10-25,2.035
1996-10-28,2.117
1996-10-29,2.127
1996-10-30,2.127
1996-10-31,2.105
1996-11-01,2.09
1996-11-04,2.056
1996-11-05,2.07
1996-11-06,2.071
1996-11-07,2.06
1996-11-08,2.062
1996-11-11,2.08
1996-11-12,2.064
1996-11-13,2.069
1996-11-14,2.092
1996-11-15,2.11
1996-11-18,2.12
1996-11-19,2.145
1996-11-20,2.16
1996-11-21,2.16
1996-11-22,2.31
1996-11-25,2.365
1996-11-26,2.45
1996-11-27,2.47
1996-12-02,2.438
1996-12-03,2.425
1996-12-04,2.41
1996-12-05,2.475
1996-12-06,2.418
1996-12-09,2.39
1996-12-10,2.39
1996-12-11,2.372
1996-12-12,2.37
1996-12-13,2.37
1996-12-16,2.427
1996-12-17,2.377
1996-12-18,2.38
1996-12-19,2.427
1996-12-20,2.44
1996-12-23,2.445
1996-12-24,2.425
1996-12-26,2.38
1996-12-27,2.32
1996-12-30,2.27
1996-12-31,2.312
1997-01-02,2.417
1997-01-03,2.43
1997-01-06,2.455
1997-01-07,2.427
1997-01-08,2.45
1997-01-09,2.45
1997-01-10,2.44
1997-01-13,2.425
1997-01-14,2.435
1997-01-15,2.465
1997-01-16,2.445
1997-01-17,2.395
1997-01-20,2.365
1997-01-21,2.325
1997-01-22,2.33
1997-01-23,2.345
1997-01-24,2.367
1997-01-27,2.387
1997-01-28,2.319
1997-01-29,2.298
1997-01-30,2.277
1997-01-31,2.26
1997-02-03,2.26
1997-02-04,2.311
1997-02-05,2.3
1997-02-06,2.288
1997-02-07,2.26
1997-02-10,2.23
1997-02-11,2.243
1997-02-12,2.213
1997-02-13,2.18
1997-02-14,2.179
1997-02-18,2.193
1997-02-19,2.229
1997-02-20,2.216
1997-02-21,2.216
1997-02-24,2.212
1997-02-25,2.11
1997-02-26,2.1
1997-02-27,2.1
1997-02-28,2.12
1997-03-03,2.115
1997-03-04,2.162
1997-03-05,2.12
1997-03-06,2.147
1997-03-07,2.165
1997-03-10,2.175
1997-03-11,2.16
1997-03-12,2.17
1997-03-13,2.135
1997-03-14,2.135
1997-03-17,2.1
1997-03-18,2.105
1997-03-19,2.11
1997-03-20,2.125
1997-03-21,2.12
1997-03-24,2.097
1997-03-25,1.995
1997-03-26,2.002
1997-03-27,2.03
1997-03-31,2.03
1997-04-01,2.03
1997-04-02,2.03
1997-04-03,2.045
1997-04-04,2.063
1997-04-07,2.08
1997-04-08,2.06
1997-04-09,2.055
1997-04-10,2.06
1997-04-11,2.087
1997-04-14,2.095
1997-04-15,2.095
1997-04-16,2.12
1997-04-17,2.14
1997-04-18,2.136
1997-04-21,2.12
1997-04-22,2.132
1997-04-23,2.11
1997-04-24,2.115
1997-04-25,2.115
1997-04-28,2.047
1997-04-29,2.077
1997-04-30,2.095
1997-05-01,2.125
1997-05-02,2.14
1997-05-05,2.117
1997-05-06,2.145
1997-05-07,2.14
1997-05-08,2.105
1997-05-09,2.072
1997-05-12,2.047
1997-05-13,2.025
1997-05-14,2.055
1997-05-15,2.035
1997-05-16,2.05
1997-05-19,2.045
1997-05-20,2.035
1997-05-21,2.057
1997-05-22,2.057
1997-05-23,2.087
1997-05-27,2.095
1997-05-28,2.07
1997-05-29,2.035
1997-05-30,2.042
1997-06-02,2.03
1997-06-03,2.03
1997-06-04,2.06
1997-06-05,2.065
1997-06-06,2.077
1997-06-09,2.07
1997-06-10,2.068
1997-06-11,2.047
1997-06-12,2.047
1997-06-13,2.065
1997-06-16,2.06
1997-06-17,2.058
1997-06-18,2.063
1997-06-19,2.075
1997-06-20,2.083
1997-06-23,2.09
1997-06-24,2.095
1997-06-25,2.082
1997-06-26,2.055
1997-06-27,2.06
1997-06-30,2.05
1997-07-01,2.039
1997-07-02,2.025
1997-07-03,2.058
1997-07-07,2.041
1997-07-08,2.065
1997-07-09,2.06
1997-07-10,2.064
1997-07-11,2.064
1997-07-14,2.081
1997-07-15,2.08
1997-07-16,2.077
1997-07-17,2.065
1997-07-18,2.07
1997-07-21,2.055
1997-07-22,2.065
1997-07-23,2.078
1997-07-24,2.088
1997-07-25,2.067
1997-07-28,2.079
1997-07-29,2.065
1997-07-30,2.07
1997-07-31,2.075
1997-08-01,2.085
1997-08-04,2.105
1997-08-05,2.12
1997-08-06,2.095
1997-08-07,2.098
1997-08-08,2.113
1997-08-11,2.103
1997-08-12,2.06
1997-08-13,2.06
1997-08-14,2.045
1997-08-15,2.055
1997-08-18,2.065
1997-08-19,2.078
1997-08-20,2.068
1997-08-21,2.063
1997-08-22,2.083
1997-08-25,2.076
1997-08-26,2.078
1997-08-27,2.083
1997-08-28,2.115
1997-08-29,2.13
1997-09-02,2.145
1997-09-03,2.145
1997-09-04,2.11
1997-09-05,2.112
1997-09-08,2.115
1997-09-09,2.118
1997-09-10,2.12
1997-09-11,2.12
1997-09-12,2.127
1997-09-15,2.127
1997-09-16,2.121
1997-09-17,2.122
1997-09-18,2.158
1997-09-19,2.145
1997-09-22,2.175
1997-09-23,2.18
1997-09-24,2.19
1997-09-25,2.27
1997-09-26,2.27
1997-09-29,2.25
1997-09-30,2.258
1997-10-01,2.258
1997-10-02,2.263
1997-10-03,2.263
1997-10-06,2.209
1997-10-07,2.184
1997-10-08,2.205
1997-10-09,2.215
1997-10-10,2.245
1997-10-13,2.245
1997-10-14,2.247
1997-10-15,2.255
1997-10-16,2.295
1997-10-17,2.295
1997-10-20,2.315
1997-10-21,2.315
1997-10-22,2.315
1997-10-23,2.28
1997-10-24,2.28
1997-10-27,2.307
1997-10-28,2.27
1997-10-29,2.26
1997-10-30,2.405
1997-10-31,2.413
1997-11-03,2.39
1997-11-04,2.405
1997-11-05,2.42
1997-11-06,2.41
1997-11-07,2.415
1997-11-10,2.43
1997-11-11,2.433
1997-11-12,2.429
1997-11-13,2.408
1997-11-14,2.388
1997-11-17,2.368
1997-11-18,2.384
1997-11-19,2.374
1997-11-20,2.355
1997-11-21,2.383
1997-11-24,2.38
1997-11-25,2.532
1997-11-26,2.519
1997-12-01,2.55
1997-12-02,2.555
1997-12-03,2.535
1997-12-04,2.509
1997-12-05,2.514
1997-12-08,2.519
1997-12-09,2.524
1997-12-10,2.51
1997-12-11,2.485
1997-12-12,2.482
1997-12-15,2.469
1997-12-16,2.483
1997-12-17,2.513
1997-12-18,2.517
1997-12-19,2.525
1997-12-22,2.488
1997-12-23,2.455
1997-12-24,2.482
1997-12-26,2.502
1997-12-29,2.525
1997-12-30,2.53
1997-12-31,2.53
1998-01-02,2.485
1998-01-05,2.491
1998-01-06,2.485
1998-01-07,2.485
1998-01-08,2.463
1998-01-09,2.48
1998-01-12,2.467
1998-01-13,2.465
1998-01-14,2.476
1998-01-15,2.497
1998-01-16,2.525
1998-01-20,2.513
1998-01-21,2.524
1998-01-22,2.564
1998-01-23,2.557
1998-01-26,2.537
1998-01-27,2.528
1998-01-28,2.52
1998-01-29,2.433
1998-01-30,2.49
1998-02-02,2.52
1998-02-03,2.505
1998-02-04,2.5
1998-02-05,2.522
1998-02-06,2.521
1998-02-09,2.485
1998-02-10,2.515
1998-02-11,2.517
1998-02-12,2.557
1998-02-13,2.514
1998-02-17,2.502
1998-02-18,2.542
1998-02-19,2.532
1998-02-20,2.515
1998-02-23,2.51
1998-02-24,2.52
1998-02-25,2.545
1998-02-26,2.409
1998-02-27,2.415
1998-03-02,2.412
1998-03-03,2.395
1998-03-04,2.393
1998-03-05,2.38
1998-03-06,2.372
1998-03-09,2.39
1998-03-10,2.378
1998-03-11,2.39
1998-03-12,2.374
1998-03-13,2.367
1998-03-16,2.371
1998-03-17,2.36
1998-03-18,2.387
1998-03-19,2.395
1998-03-20,2.425
1998-03-23,2.441
1998-03-24,2.429
1998-03-25,2.445
1998-03-26,2.44
1998-03-27,2.422
1998-03-30,2.313
1998-03-31,2.385
1998-04-01,2.346
1998-04-02,2.364
1998-04-03,2.36
1998-04-06,2.36
1998-04-07,2.417
1998-04-08,2.43
1998-04-09,2.418
1998-04-13,2.345
1998-04-14,2.345
1998-04-15,2.345
1998-04-16,2.315
1998-04-17,2.315
1998-04-20,2.315
1998-04-21,2.35
1998-04-22,2.295
1998-04-23,2.27
1998-04-24,2.282
1998-04-27,2.27
1998-04-28,2.285
1998-04-29,2.237
1998-04-30,2.231
1998-05-01,2.23
1998-05-04,2.25
1998-05-05,2.236
1998-05-06,2.228
1998-05-07,2.246
1998-05-08,2.252
1998-05-11,2.267
1998-05-12,2.277
1998-05-13,2.27
1998-05-14,2.275
1998-05-15,2.274
1998-05-18,2.264
1998-05-19,2.263
1998-05-20,2.265
1998-05-21,2.25
1998-05-22,2.26
1998-05-26,2.254
1998-05-27,2.245
1998-05-28,2.248
1998-05-29,2.257
1998-06-01,2.27
1998-06-02,2.27
1998-06-03,2.267
1998-06-04,2.26
1998-06-05,2.26
1998-06-08,2.25
1998-06-09,2.255
1998-06-10,2.26
1998-06-11,2.282
1998-06-12,2.305
1998-06-15,2.325
1998-06-16,2.283
1998-06-17,2.339
1998-06-18,2.324
1998-06-19,2.344
1998-06-22,2.354
1998-06-23,2.364
1998-06-24,2.34
1998-06-25,2.34
1998-06-26,2.34
1998-06-29,2.335
1998-06-30,2.33
1998-07-01,2.323
1998-07-02,2.321
1998-07-06,2.3
1998-07-07,2.31
1998-07-08,2.315
1998-07-09,2.305
1998-07-10,2.29
1998-07-13,2.271
1998-07-14,2.28
1998-07-15,2.28
1998-07-16,2.275
1998-07-17,2.3
1998-07-20,2.295
1998-07-21,2.278
1998-07-22,2.283
1998-07-23,2.278
1998-07-24,2.3
1998-07-27,2.294
1998-07-28,2.284
1998-07-29,2.284
1998-07-30,2.28
1998-07-31,2.27
1998-08-03,2.275
1998-08-04,2.28
1998-08-05,2.267
1998-08-06,2.255
1998-08-07,2.249
1998-08-10,2.249
1998-08-11,2.233
1998-08-12,2.23
1998-08-13,2.23
1998-08-14,2.235
1998-08-17,2.268
1998-08-18,2.245
1998-08-19,2.227
1998-08-20,2.233
1998-08-21,2.235
1998-08-24,2.222
1998-08-25,2.21
1998-08-26,2.21
1998-08-27,2.185
1998-08-28,2.158
1998-08-31,2.18
1998-09-01,2.18
1998-09-02,2.144
1998-09-03,2.151
1998-09-04,2.161
1998-09-08,2.17
1998-09-09,2.161
1998-09-10,2.173
1998-09-11,2.158
1998-09-14,2.165
1998-09-15,2.207
1998-09-16,2.18
1998-09-17,2.16
1998-09-18,2.161
1998-09-21,2.146
1998-09-22,2.147
1998-09-23,2.138
1998-09-24,2.143
1998-09-25,2.14
1998-09-28,2.14
1998-09-29,2.208
1998-09-30,2.21
1998-10-01,2.196
1998-10-02,2.195
1998-10-05,2.192
1998-10-06,2.182
1998-10-07,2.205
1998-10-08,2.188
1998-10-09,2.199
1998-10-12,2.194
1998-10-13,2.194
1998-10-14,2.189
1998-10-15,2.193
1998-10-16,2.198
1998-10-19,2.203
1998-10-20,2.213
1998-10-21,2.208
1998-10-22,2.213
1998-10-23,2.223
1998-10-26,2.238
1998-10-27,2.219
1998-10-28,2.215
1998-10-29,2.36
1998-10-30,2.348
1998-11-02,2.37
1998-11-03,2.38
1998-11-04,2.37
1998-11-05,2.39
1998-11-06,2.382
1998-11-09,2.36
1998-11-10,2.375
1998-11-11,2.37
1998-11-12,2.37
1998-11-13,2.375
1998-11-16,2.36
1998-11-17,2.355
1998-11-18,2.35
1998-11-19,2.35
1998-11-20,2.342
1998-11-23,2.332
1998-11-24,2.34
1998-11-25,2.471
1998-11-30,2.415
1998-12-01,2.405
1998-12-02,2.395
1998-12-03,2.395
1998-12-04,2.395
1998-12-07,2.42
1998-12-08,2.37
1998-12-09,2.365
1998-12-10,2.364
1998-12-11,2.358
1998-12-14,2.37
1998-12-15,2.362
1998-12-16,2.362
1998-12-17,2.362
1998-12-18,2.365
1998-12-21,2.355
1998-12-22,2.35
1998-12-23,2.345
1998-12-24,2.345
1998-12-28,2.32
1998-12-29,2.31
1998-12-30,2.385
1998-12-31,2.385
1999-01-04,2.412
1999-01-05,2.395
1999-01-06,2.385
1999-01-07,2.35
1999-01-08,2.33
1999-01-11,2.32
1999-01-12,2.336
1999-01-13,2.329
1999-01-14,2.347
1999-01-15,2.347
1999-01-19,2.347
1999-01-20,2.346
1999-01-21,2.385
1999-01-22,2.37
1999-01-25,2.35
1999-01-26,2.355
1999-01-27,2.381
1999-01-28,2.333
1999-01-29,2.312
1999-02-01,2.308
1999-02-02,2.34
1999-02-03,2.32
1999-02-04,2.33
1999-02-05,2.33
1999-02-08,2.333
1999-02-09,2.338
1999-02-10,2.325
1999-02-11,2.335
1999-02-12,2.33
1999-02-16,2.323
1999-02-17,2.317
1999-02-18,2.317
1999-02-19,2.31
1999-02-22,2.29
1999-02-23,2.286
1999-02-24,2.29
1999-02-25,2.206
1999-02-26,2.187
1999-03-01,2.22
1999-03-02,2.22
1999-03-03,2.225
1999-03-04,2.235
1999-03-05,2.26
1999-03-08,2.268
1999-03-09,2.29
1999-03-10,2.306
1999-03-11,2.25
1999-03-12,2.224
1999-03-15,2.211
1999-03-16,2.208
1999-03-17,2.223
1999-03-18,2.205
1999-03-19,2.218
1999-03-22,2.244
1999-03-23,2.245
1999-03-24,2.25
1999-03-25,2.283
1999-03-26,2.293
1999-03-29,2.283
1999-03-30,2.187
1999-03-31,2.189
1999-04-01,2.189
1999-04-05,2.182
1999-04-06,2.177
1999-04-07,2.18
1999-04-08,2.185
1999-04-09,2.201
1999-04-12,2.205
1999-04-13,2.218
1999-04-14,2.212
1999-04-15,2.235
1999-04-16,2.238
1999-04-19,2.248
1999-04-20,2.247
1999-04-21,2.266
1999-04-22,2.285
1999-04-23,2.281
1999-04-26,2.302
1999-04-27,2.326
1999-04-28,2.333
1999-04-29,2.277
1999-04-30,2.247
1999-05-03,2.281
1999-05-04,2.3
1999-05-05,2.305
1999-05-06,2.285
1999-05-07,2.288
1999-05-10,2.3
1999-05-11,2.29
1999-05-12,2.28
1999-05-13,2.307
1999-05-14,2.307
1999-05-17,2.327
1999-05-18,2.313
1999-05-19,2.308
1999-05-20,2.304
1999-05-21,2.313
1999-05-24,2.308
1999-05-25,2.31
1999-05-26,2.31
1999-05-27,2.332
1999-05-28,2.343
1999-06-01,2.333
1999-06-02,2.347
1999-06-03,2.352
1999-06-04,2.365
1999-06-07,2.37
1999-06-08,2.356
1999-06-09,2.361
1999-06-10,2.337
1999-06-11,2.337
1999-06-14,2.335
1999-06-15,2.335
1999-06-16,2.321
1999-06-17,2.301
1999-06-18,2.304
1999-06-21,2.276
1999-06-22,2.275
1999-06-23,2.287
1999-06-24,2.297
1999-06-25,2.282
1999-06-28,2.285
1999-06-29,2.307
1999-06-30,2.302
1999-07-01,2.282
1999-07-02,2.277
1999-07-06,2.267
1999-07-07,2.262
1999-07-08,2.272
1999-07-09,2.282
1999-07-12,2.282
1999-07-13,2.297
1999-07-14,2.303
1999-07-15,2.315
1999-07-16,2.323
1999-07-19,2.327
1999-07-20,2.327
1999-07-21,2.347
1999-07-22,2.38
1999-07-23,2.405
1999-07-26,2.405
1999-07-27,2.395
1999-07-28,2.36
1999-07-29,2.345
1999-07-30,2.355
1999-08-02,2.365
1999-08-03,2.375
1999-08-04,2.385
1999-08-05,2.385
1999-08-06,2.395
1999-08-09,2.395
1999-08-10,2.395
1999-08-11,2.39
1999-08-12,2.39
1999-08-13,2.395
1999-08-16,2.397
1999-08-17,2.402
1999-08-18,2.43
1999-08-19,2.47
1999-08-20,2.49
1999-08-23,2.53
1999-08-24,2.522
1999-08-25,2.505
1999-08-26,2.48
1999-08-27,2.47
1999-08-30,2.5
1999-08-31,2.488
1999-09-01,2.481
1999-09-02,2.406
1999-09-03,2.43
1999-09-07,2.46
1999-09-08,2.455
1999-09-09,2.531
1999-09-10,2.533
1999-09-13,2.535
1999-09-14,2.511
1999-09-15,2.522
1999-09-16,2.525
1999-09-17,2.56
1999-09-20,2.56
1999-09-21,2.535
1999-09-22,2.537
1999-09-23,2.612
1999-09-24,2.615
1999-09-27,2.615
1999-09-28,2.58
1999-09-29,2.61
1999-09-30,2.61
1999-10-01,2.608
1999-10-04,2.572
1999-10-05,2.558
1999-10-07,2.582
1999-10-08,2.586
1999-10-11,2.597
1999-10-12,2.627
1999-10-13,2.637
1999-10-14,2.615
1999-10-15,2.64
1999-10-18,2.633
1999-10-19,2.63
1999-10-20,2.622
1999-10-21,2.632
1999-10-22,2.635
1999-10-25,2.625
1999-10-26,2.627
1999-10-27,2.637
1999-10-28,2.742
1999-10-29,2.742
1999-11-01,2.725
1999-11-02,2.717
1999-11-03,2.732
1999-11-04,2.717
1999-11-05,2.734
1999-11-08,2.697
1999-11-09,2.694
1999-11-10,2.7
1999-11-11,2.687
1999-11-12,2.717
1999-11-15,2.707
1999-11-16,2.681
1999-11-17,2.677
1999-11-18,2.677
1999-11-19,2.664
1999-11-22,2.593
1999-11-23,2.575
1999-11-24,2.554
1999-11-29,2.694
1999-11-30,2.672
1999-12-01,2.693
1999-12-02,2.705
1999-12-03,2.684
1999-12-06,2.671
1999-12-07,2.698
1999-12-08,2.708
1999-12-09,2.715
1999-12-10,2.761
1999-12-13,2.77
1999-12-14,2.798
1999-12-15,2.771
1999-12-16,2.792
1999-12-17,2.784
1999-12-20,2.779
1999-12-21,2.749
1999-12-22,2.719
1999-12-23,2.718
1999-12-27,2.67
1999-12-28,2.684
1999-12-29,2.742
1999-12-30,2.72
2000-01-04,2.685
2000-01-05,2.687
2000-01-06,2.705
2000-01-07,2.694
2000-01-10,2.706
2000-01-11,2.726
2000-01-12,2.72
2000-01-13,2.711
2000-01-14,2.735
2000-01-18,2.768
2000-01-19,2.792
2000-01-20,2.859
2000-01-21,2.82
2000-01-24,2.821
2000-01-25,2.827
2000-01-26,2.805
2000-01-27,2.8
2000-01-28,2.683
2000-01-31,2.71
2000-02-01,2.709
2000-02-02,2.715
2000-02-03,2.697
2000-02-04,2.708
2000-02-07,2.7
2000-02-08,2.692
2000-02-09,2.717
2000-02-10,2.776
2000-02-11,2.797
2000-02-14,2.789
2000-02-15,2.827
2000-02-16,2.808
2000-02-17,2.853
2000-02-18,2.835
2000-02-22,2.799
2000-02-23,2.799
2000-02-24,2.801
2000-02-25,2.847
2000-02-28,2.744
2000-02-29,2.774
2000-03-01,2.82
2000-03-02,2.819
2000-03-03,2.835
2000-03-06,2.86
2000-03-07,2.842
2000-03-08,2.805
2000-03-09,2.84
2000-03-10,2.839
2000-03-13,2.875
2000-03-14,2.86
2000-03-15,2.878
2000-03-16,2.865
2000-03-17,2.84
2000-03-20,2.805
2000-03-21,2.827
2000-03-22,2.843
2000-03-23,2.866
2000-03-24,2.85
2000-03-27,2.879
2000-03-28,2.885
2000-03-29,2.86
2000-03-30,2.709
2000-03-31,2.735
2000-04-03,2.72
2000-04-04,2.693
2000-04-05,2.708
2000-04-06,2.735
2000-04-07,2.753
2000-04-10,2.76
2000-04-11,2.752
2000-04-12,2.782
2000-04-13,2.825
2000-04-14,2.825
2000-04-17,2.861
2000-04-18,2.847
2000-04-19,2.831
2000-04-20,2.836
2000-04-24,2.871
2000-04-25,2.863
2000-04-26,2.845
2000-04-27,2.791
2000-04-28,2.83
2000-05-01,2.875
2000-05-02,2.885
2000-05-03,2.852
2000-05-04,2.84
2000-05-05,2.815
2000-05-08,2.864
2000-05-09,2.88
2000-05-10,2.95
2000-05-11,2.99
2000-05-12,3.005
2000-05-15,3.04
2000-05-16,3.113
2000-05-17,3.243
2000-05-18,3.263
2000-05-19,3.335
2000-05-22,3.308
2000-05-23,3.348
2000-05-24,3.483
2000-05-25,3.62
2000-05-26,3.672
2000-05-30,3.71
2000-05-31,3.748
2000-06-01,3.48
2000-06-02,3.457
2000-06-05,3.635
2000-06-06,3.545
2000-06-07,3.293
2000-06-08,3.391
2000-06-09,3.396
2000-06-12,3.449
2000-06-13,3.423
2000-06-14,3.458
2000-06-15,3.56
2000-06-16,3.601
2000-06-19,3.35
2000-06-20,3.4
2000-06-21,3.53
2000-06-22,3.601
2000-06-23,3.515
2000-06-26,3.533
2000-06-27,3.564
2000-06-28,3.425
2000-06-29,3.41
2000-06-30,3.438
2000-07-05,3.24
2000-07-06,3.263
2000-07-07,3.463
2000-07-10,3.497
2000-07-11,3.572
2000-07-12,3.451
2000-07-13,3.583
2000-07-14,3.622
2000-07-17,3.537
2000-07-18,3.555
2000-07-19,3.473
2000-07-20,3.47
2000-07-21,3.453
2000-07-24,3.39
2000-07-25,3.373
2000-07-26,3.46
2000-07-27,3.546
2000-07-28,3.582
2000-07-31,3.553
2000-08-01,3.628
2000-08-02,3.725
2000-08-03,3.745
2000-08-04,3.703
2000-08-07,3.613
2000-08-08,3.58
2000-08-09,3.566
2000-08-10,3.595
2000-08-11,3.61
2000-08-14,3.58
2000-08-15,3.55
2000-08-16,3.612
2000-08-17,3.647
2000-08-18,3.691
2000-08-21,3.842
2000-08-22,3.715
2000-08-23,3.72
2000-08-24,3.694
2000-08-25,3.76
2000-08-28,3.808
2000-08-29,3.82
2000-08-30,3.885
2000-08-31,3.9
2000-09-01,3.935
2000-09-05,4.015
2000-09-06,4.12
2000-09-07,4.132
2000-09-08,4.119
2000-09-11,4.22
2000-09-12,4.197
2000-09-13,4.236
2000-09-14,4.327
2000-09-15,4.32
2000-09-18,4.37
2000-09-19,4.44
2000-09-20,4.445
2000-09-21,4.473
2000-09-22,4.45
2000-09-25,4.547
2000-09-26,4.567
2000-09-27,4.569
2000-09-28,4.385
2000-09-29,4.415
2000-10-02,4.516
2000-10-03,4.521
2000-10-04,4.49
2000-10-05,4.435
2000-10-06,4.346
2000-10-09,4.42
2000-10-10,4.42
2000-10-11,4.645
2000-10-12,4.766
2000-10-13,4.712
2000-10-16,4.623
2000-10-17,4.66
2000-10-18,4.526
2000-10-19,4.331
2000-10-20,4.323
2000-10-23,4.385
2000-10-24,4.23
2000-10-25,4.098
2000-10-26,4.075
2000-10-27,3.98
2000-10-30,4.03
2000-10-31,4.06
2000-11-01,4.214
2000-11-02,4.3
2000-11-03,4.409
2000-11-06,4.384
2000-11-07,4.553
2000-11-08,4.682
